row_type,graph,relevance_quintile,stability_level,metric,estimate,ci_low,ci_high,num_images,num_images_total,bootstrap_repeats,bootstrap_valid_repeats,bootstrap_seed,bootstrap_unit
within_relevance_band_auc,B3_spatial_feature,3,continuous,stability_auc_target_other,0.47465116438736127,0.45656303299725104,0.49277645764874267,310,1449,5000,5000,3021694564,
within_relevance_band_auc,B3_spatial_feature,3,continuous,stability_ap_target_other,0.5624921607415682,0.5368149112603579,0.5886441412276948,310,1449,5000,5000,3021694564,
within_relevance_band_auc,B3_spatial_feature,3,continuous,stability_auc_target_bg,0.4712621806197109,0.46091690419059217,0.4815399865956867,1175,1449,5000,5000,3021694564,
within_relevance_band_auc,B3_spatial_feature,3,continuous,stability_ap_target_bg,0.4132835398411189,0.3942970610462037,0.4329909101957087,1175,1449,5000,5000,3021694564,
within_relevance_band_auc,B3_spatial_feature,3,continuous,stability_auc_target_other,0.48800321310445005,0.447019732204939,0.5282720758397338,310,1449,5000,5000,3021694564,
within_relevance_band_auc,B3_spatial_feature,3,continuous,stability_ap_target_other,0.5737408205659126,0.5155044993505191,0.6269399528583051,310,1449,5000,5000,3021694564,
target_rate,B3_spatial_feature,4,high,target_probability,0.5770517108309751,0.5581306780919412,0.5958857681304545,1449,1449,5000,5000,20260901,whole image
target_rate,B3_spatial_feature,4,low,target_probability,0.5985136517852334,0.5828114188062208,0.6139325478648048,1449,1449,5000,5000,20260901,whole image
paired_high_minus_low,B3_spatial_feature,4,high_minus_low,target_probability,-0.02146194095425835,-0.03399483039797328,-0.009110936542867933,1449,1449,5000,5000,20260901,whole image
within_relevance_band_auc,B3_spatial_feature,4,continuous,stability_auc_target_bg,0.43570543145094787,0.4254477243548121,0.4459100259222518,1165,1449,5000,5000,3021694564,
within_relevance_band_auc,B3_spatial_feature,4,continuous,stability_ap_target_bg,0.5591245666897434,0.5412477738897604,0.5766262705668426,1165,1449,5000,5000,3021694564,
within_relevance_band_auc,B3_spatial_feature,4,continuous,stability_auc_target_other,0.3981518293328656,0.38182214006392917,0.4140245279320985,384,1449,5000,5000,3021694564,
within_relevance_band_auc,B3_spatial_feature,4,continuous,stability_ap_target_other,0.6416021077901403,0.6178183681040509,0.6654231619871882,384,1449,5000,5000,3021694564,
within_relevance_band_auc,B3_spatial_feature,4,continuous,stability_auc_target_bg,0.44779115987693424,0.4365649433508896,0.45878367597887454,1165,1449,5000,5000,3021694564,
within_relevance_band_auc,B3_spatial_feature,4,continuous,stability_ap_target_bg,0.5747406835809283,0.5564976707965749,0.5931001816010357,1165,1449,5000,5000,3021694564,
within_relevance_band_auc,B3_spatial_feature,4,continuous,stability_auc_target_other,0.39216928789644717,0.36259693152850253,0.43123710438872637,384,1449,5000,5000,3021694564,
within_relevance_band_auc,B3_spatial_feature,4,continuous,stability_ap_target_other,0.7105553225129072,0.6684437969801501,0.7485448425273045,384,1449,5000,5000,3021694564,
