method,seed,epoch,run,checkpoint,checkpoint_sha256,class_macro_mAP_percent,patch_macro_mAP_percent,class_val_loss,patch_val_loss,classification_images,cam_images,fixed_mean_iou_percent,fixed_semantic_foreground_precision_percent,fixed_semantic_foreground_recall_percent,fixed_threshold,best_mean_iou_percent,best_semantic_foreground_precision_percent,best_semantic_foreground_recall_percent,best_threshold,evaluation_seconds,evaluation_finished_utc,scope
all_product,0,38,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_038.pth,c738471afad701719de74de7155bd7c4bae47d2f67fe34c33fc81b0f23f04fd9,92.4648067619423,92.9261339599854,0.052864571037047316,0.051812944374592905,1449,1464,71.34263657386846,82.53086375355876,83.65793332598932,0.45,71.34263657386846,82.53086375355876,83.65793332598932,0.45,144.37337589263916,2026-09-16T19:45:01.944416+00:00,full
gwrp,0,38,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_038.pth,32bc293b6e506af3333ad931ec564cce869b387dcc00a1cb1ec5206cec523949,92.80281518803079,93.21278120193803,0.05137340175572801,0.050944075245459054,1449,1464,69.47160815028302,81.09391985133146,84.50293601964292,0.45,69.605056977768,82.74652080064465,82.81689053075601,0.47,144.39306163787842,2026-09-16T19:42:36.610739+00:00,full
all_product,11,38,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_038.pth,4c63a58ce6f908ee5da93f784baf045a1fa5a2f1de3e16428e45a7c2c5a89be7,88.32111361511853,91.63238815894033,0.06326860146246095,0.05541874933152301,1449,1464,61.338974141815704,80.30127085203699,69.26357248755146,0.45,63.34986429152448,74.18955094761668,78.68163123069331,0.36,144.47642731666565,2026-09-16T19:49:52.411643+00:00,full
gwrp,11,38,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_038.pth,8044fe11f508495e25ca81317bbd216beded94e3e1f958c62a7f9374c6471b42,92.65507926972987,93.03153213856021,0.051121720693249634,0.05077700409973959,1449,1464,68.23773180391449,81.16882709156175,81.73156677495179,0.45,68.23773180391449,81.16882709156175,81.73156677495179,0.45,144.2817051410675,2026-09-16T19:47:27.139183+00:00,full
all_product,0,39,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_039.pth,4b2831eba0bbd8d06637727b745d6a2a1ede109cd27ba823290528ab768fdcd3,92.14002546924627,92.91093966030415,0.05446003394405788,0.05003012729624866,1449,1464,72.29698385512518,83.37304148495534,84.56766931708103,0.45,72.32730742266627,82.66870964491477,85.4260098198523,0.44,144.38156914710999,2026-09-16T19:54:43.102653+00:00,full
gwrp,0,39,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_039.pth,8d887dbe094626d80a6526699acffa603e0edaaf89705647aa3f98e8afba2ba5,92.81881200573571,93.34338585885045,0.05067674937260159,0.048976735735737596,1449,1464,69.57399094813933,80.9946196289402,84.8143749213371,0.45,69.72936969807134,82.65661439094183,83.15475093955699,0.47,144.43868613243103,2026-09-16T19:52:17.778507+00:00,full
all_product,11,39,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_039.pth,1569472a35ca3c9de05dec62f23344adb2bac76cc3690c02d17ab0de84bcedbd,88.5389111102156,91.68672843915824,0.06321013085364144,0.05420370791763005,1449,1464,62.26962243752384,80.74583365827637,69.75354109529792,0.45,64.48131815130095,74.7067204928613,79.27792114468835,0.36,144.30857157707214,2026-09-16T19:59:33.438991+00:00,full
gwrp,11,39,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_039.pth,138f42299c04e97c7dc02d54ee0c2b14c750474a45c5b0199014055eaf53ba06,92.62680784752814,93.01006093787983,0.05082197020985983,0.050446966013840924,1449,1464,68.48522473139995,81.30265531135326,81.80909487022689,0.45,68.48522473139995,81.30265531135326,81.80909487022689,0.45,144.42883729934692,2026-09-16T19:57:08.396764+00:00,full
all_product,0,40,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_040.pth,5ec34a9f35382d259b8a74cfb84c09518c1c11eeac68b0562b077a1f4542f682,92.39342015492215,92.85007722444234,0.052249816214836736,0.049904141248588815,1449,1464,72.28912045405677,83.66134256027652,84.443558719266,0.45,72.33193219868137,82.95408896031468,85.3044796600453,0.44,144.3623206615448,2026-09-16T20:04:23.969264+00:00,full
gwrp,0,40,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_040.pth,099b4df3fa4e1c3c51a490b9eb1c1601edfe0cb48849fdb95016d80870d61bf4,92.53079919581252,93.21769706427771,0.051376273247539954,0.049297953820212126,1449,1464,69.67154964991775,80.85141455819655,85.10096840994817,0.45,69.84453314739369,82.52619061522321,83.41172233089422,0.47,144.305757522583,2026-09-16T20:01:58.679663+00:00,full
all_product,11,40,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_040.pth,4f6858c17048296085cd60d9e990ed2d66abb3fe7575e517c95eb5f01ec2b677,87.59324329638552,91.79657132600825,0.0648600986295523,0.05450935563068706,1449,1464,61.76370878378643,80.95810609481447,68.3904980770216,0.45,64.58124316086138,74.38666525715202,79.27172416079686,0.35,144.4377658367157,2026-09-16T20:09:14.482269+00:00,full
gwrp,11,40,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_040.pth,5cbc815916fb679624f49d058019014776f61ecdc6651e461b7535a5303669b4,92.53629925893382,92.90465216614166,0.051271850072243365,0.05076956424509928,1449,1464,68.4606020963342,81.52220692205238,81.58278924687012,0.45,68.4606020963342,81.52220692205238,81.58278924687012,0.45,144.3971939086914,2026-09-16T20:06:49.299911+00:00,full
all_product,0,41,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_041.pth,51583344e8a34c4e9fef258696628f5f59677053c9fca1502c3c716f1e796028,92.39358684779921,92.93120249580934,0.05191169420014257,0.05044604553034422,1449,1464,72.36199652482705,83.03965268546415,85.19033233606311,0.45,72.36199652482705,83.03965268546415,85.19033233606311,0.45,144.37026286125183,2026-09-16T20:14:05.179091+00:00,full
gwrp,0,41,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_041.pth,902e06b547812abb27e0020a78d4961f6b2215d54aca45813fa8f0c6ad3482d0,92.87537970555701,93.32553074182273,0.050328816555239894,0.04932281072074746,1449,1464,69.53336802070307,80.55874798045667,85.20825624602507,0.45,69.70010946633262,82.2256163956671,83.53966425899901,0.47,144.4442892074585,2026-09-16T20:11:39.885262+00:00,full
all_product,11,41,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_041.pth,cd263942150bc9cb890d7aa48847c09b4ab6a93a63b95f6e90e226cc7fd4ca82,88.55917057526247,91.89386431204365,0.06315089457297506,0.053937631631572135,1449,1464,61.998192970843334,80.01777794494444,70.14959749024119,0.45,64.02351391305339,74.81294693225134,78.5677591937671,0.37,144.39962100982666,2026-09-16T20:18:55.623956+00:00,full
gwrp,11,41,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_041.pth,28837bfa2ada2640bc46561d98786af3863920e037d46ea7566ab80ec031a4b8,92.7674708689554,93.15304795987088,0.05011163246763255,0.04958781968156908,1449,1464,68.68942315110202,80.99004327626221,82.65803779893962,0.45,68.68942315110202,80.99004327626221,82.65803779893962,0.45,144.35083961486816,2026-09-16T20:16:30.429169+00:00,full
all_product,0,42,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_042.pth,549fbd13f1a94cefd997960f696cbf01ba2c83cedb61fbcf1d20776adcc48bc7,92.61081779578946,92.90554252400318,0.050975059263865814,0.04992283770160234,1449,1464,72.18486258729803,83.7170324122976,84.23288395544905,0.45,72.24039301514614,83.00766322042304,85.1139946304201,0.44,144.32223320007324,2026-09-16T20:23:46.318517+00:00,full
gwrp,0,42,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_042.pth,1523fb586199c37d66ee3b66e1c890c198d9d8303831e3c16831c7e13324b2a6,92.90641484269585,93.30989082462183,0.04994967442553483,0.049173306455235384,1449,1464,69.5711043517613,80.84273760041721,85.04919024236862,0.45,69.70992667914498,82.47486338742199,83.35020626185181,0.47,144.51629996299744,2026-09-16T20:21:21.047977+00:00,full
all_product,11,42,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_042.pth,e3aedf0a529a1cf966b4f2838c854d302809688e1f962cd6d9ad6e4fdb61cbf0,89.19345336439537,91.74903620232934,0.062275713300647365,0.054540147384007774,1449,1464,62.6947500574743,81.24380488613271,69.64439885300891,0.45,64.55099442091658,75.80881415926657,78.11215760359411,0.37,144.3671417236328,2026-09-16T20:28:36.718501+00:00,full
gwrp,11,42,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_042.pth,6677e9a976d314deabbb8cb02e9f73d62d38a1b6299fbe161560a8bf1beb4b3e,92.78089692746985,93.11716223588219,0.05019307496467074,0.049881593369878185,1449,1464,68.41385763352618,81.30932731185835,81.84840949197635,0.45,68.41385763352618,81.30932731185835,81.84840949197635,0.45,144.32562708854675,2026-09-16T20:26:11.566868+00:00,full
all_product,0,43,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_043.pth,d60f4f56aace58d4e07ec4e9001ad4d422c9631be83d6b5ef4962a232f6caf50,92.7326505259336,93.1700319132487,0.05111619541158011,0.04919598067501975,1449,1464,72.46509161717537,83.27418563232064,84.7654948306763,0.45,72.49027443298289,82.55686572095867,85.62857874118096,0.44,144.328204870224,2026-09-16T20:33:27.180352+00:00,full
gwrp,0,43,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_043.pth,89876ed9c813f516012e364ba7e789820c372880d6a56a774bb2d2b87fced5d5,92.99138667843752,93.35815576421955,0.05029776474631927,0.049517598144550666,1449,1464,69.61044987929942,80.45673083017422,85.44298535078082,0.45,69.81516769371264,82.87689611058751,82.92602218508132,0.48,144.31136107444763,2026-09-16T20:31:01.926087+00:00,full
all_product,11,43,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_043.pth,27954f81272bd55ac9b5ad48fee53206cbd98316c3447c95a41f0c6eb7379d5e,89.16454562472697,91.8205586634847,0.062168961947461174,0.054689754193984204,1449,1464,62.72079740514768,81.86545916837152,69.66750481491431,0.45,64.82965293486602,75.91139099369437,78.82104143604128,0.36,144.39793229103088,2026-09-16T20:38:17.606173+00:00,full
gwrp,11,43,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_043.pth,56082b1589d0bc4fbfdc4dd1cc6ae13f7b3ceb76130d761a696f904075ab5a96,92.76458371600788,93.15031045874474,0.050303974337335945,0.049870350238082325,1449,1464,68.89806985279048,81.52630240475234,82.12210230311352,0.45,68.89806985279048,81.52630240475234,82.12210230311352,0.45,144.3344211578369,2026-09-16T20:35:52.474662+00:00,full
all_product,0,44,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_044.pth,a4f15fa3821b5546498962ce4348c9df87da01ff1a1c8dd8ba2fafb3e866105c,91.9276630683261,92.96530131142202,0.055223158376228404,0.050703380012652066,1449,1464,72.20989286625124,83.34537662373194,84.59985218900175,0.45,72.2232039317673,82.62357315570658,85.44657618303818,0.44,144.33719325065613,2026-09-16T20:43:08.277721+00:00,full
gwrp,0,44,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_044.pth,141ca3676aea2cb551ab4d4302cb22583636cfc305d634dc62f58307bd40f9cd,92.89661646408094,93.3860068310338,0.05108224057314147,0.049377921271974094,1449,1464,70.12524079127076,81.11845392032832,85.57545438964648,0.45,70.3314351113472,83.53568600221102,83.0949304572713,0.48,144.45217061042786,2026-09-16T20:40:43.023509+00:00,full
all_product,11,44,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_044.pth,fc6040d4f3ded2add79746736104986ae54ae4e808c1880f69fa62fa62c84206,89.390297112148,91.91563312463316,0.06045304245737769,0.053166401939527014,1449,1464,62.213862892649466,80.81005125024781,69.02975999793807,0.45,64.27558929902585,75.5840055974088,77.69911206462615,0.37,144.48846459388733,2026-09-16T20:47:58.917645+00:00,full
gwrp,11,44,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_044.pth,fc992f0f165efb9f169b3f4ca74859363f8dc6c7dc6ffe4fc6fb74de60daa052,92.89601618123706,93.1054069699689,0.048746071894716775,0.04972222214982459,1449,1464,68.18575360702371,81.2485105191503,81.49705699230105,0.45,68.18575360702371,81.2485105191503,81.49705699230105,0.45,144.48861002922058,2026-09-16T20:45:33.687603+00:00,full
all_product,0,45,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_045.pth,bbbbba335e95619e11f4e93e40dffe3c0e5833140f64c725c635a6a6e6f10c70,92.44195782022173,92.86392718055004,0.05268232791772622,0.050361966617852756,1449,1464,72.31544543629082,83.31810825321514,84.65440289050198,0.45,72.31544543629082,83.31810825321514,84.65440289050198,0.45,144.44600009918213,2026-09-16T20:52:49.450132+00:00,full
gwrp,0,45,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_045.pth,56d9825016c938f268378a08c24b758a790f631e57a0d5a8a58c223177eab670,92.90631608285518,93.2576965561305,0.05063256781787359,0.049779508630516944,1449,1464,70.06305830908285,80.7353249256176,85.8168977759483,0.45,70.33970662277234,83.18603359375943,83.35915914143534,0.48,144.312429189682,2026-09-16T20:50:24.097534+00:00,full
all_product,11,45,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_045.pth,6c8bcef260e66a81670fd27e081083bede04d2d8d86cd232de2db7bf1eb81527,89.5803068080884,91.94201204502359,0.06046089884780702,0.052936384669042935,1449,1464,62.24082017213338,81.79258893905002,68.60717016598615,0.45,64.72413390194735,75.8379222672023,78.18915478811843,0.36,144.50273609161377,2026-09-16T20:57:39.983210+00:00,full
gwrp,11,45,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_045.pth,abe43fbf9f9725a17dcbbdd6d04fdb79d49fe6a6e2928820b4d533984519500d,92.84874532933479,93.13492787589543,0.050013077750627216,0.049623363460443035,1449,1464,68.63157859783007,81.17140505611431,81.99005224509678,0.45,68.63208662669452,81.97748098910441,81.06084650134429,0.46,144.44931650161743,2026-09-16T20:55:14.731449+00:00,full
