relation,scope,stratum,aggregation,metric,estimate,ci_low,ci_high,num_images,num_images_total,num_rows,num_rows_total,num_classes,bootstrap_repeats,bootstrap_valid_repeats,bootstrap_valid_fraction,bootstrap_seed,bootstrap_base_seed,class_id,class_name,reference_relation,comparison_relation
,per_class,all,micro,top20_jaccard,0.34900398079422335,0.30752290303908675,0.39094934060162123,85,85,85,85,,5000,5000,1.0,3021694564,20260901,15,pottedplant,s_last,patch_norm
,per_class,all,micro,map_spearman,-0.7153615574394897,-0.7910174687622185,-0.6220750652700885,57,57,57,57,,5000,5000,1.0,3021694564,20260901,16,sheep,s_last,patch_norm
,per_class,all,micro,top05_jaccard,0.04722515927024475,0.00711025211932653,0.09820376253655454,57,57,57,57,,5000,5000,1.0,3021694564,20260901,16,sheep,s_last,patch_norm
,per_class,all,micro,top10_jaccard,0.04852731018111869,0.008886173458625395,0.10240443978671214,57,57,57,57,,5000,5000,1.0,3021694564,20260901,16,sheep,s_last,patch_norm
,per_class,all,micro,top20_jaccard,0.04651036491183314,0.013859554586194846,0.09164069894344118,57,57,57,57,,5000,5000,1.0,3021694564,20260901,16,sheep,s_last,patch_norm
,per_class,all,micro,map_spearman,0.1461590976220452,0.08715107910791355,0.20650944237865068,90,90,90,90,,5000,5000,1.0,3021694564,20260901,17,sofa,s_last,patch_norm
,per_class,all,micro,top05_jaccard,0.21027155547057413,0.16442957589389698,0.26200786293696815,90,90,90,90,,5000,5000,1.0,3021694564,20260901,17,sofa,s_last,patch_norm
,per_class,all,micro,top10_jaccard,0.27761288617595653,0.24069548061248355,0.31890422065340596,90,90,90,90,,5000,5000,1.0,3021694564,20260901,17,sofa,s_last,patch_norm
,per_class,all,micro,top20_jaccard,0.3327221953213042,0.2971244579952033,0.36994540334604026,90,90,90,90,,5000,5000,1.0,3021694564,20260901,17,sofa,s_last,patch_norm
,per_class,all,micro,map_spearman,-0.4461221866390116,-0.5213284817239094,-0.36664905792860747,84,84,84,84,,5000,5000,1.0,3021694564,20260901,18,train,s_last,patch_norm
,per_class,all,micro,top05_jaccard,0.03493359049180241,0.013407679343650284,0.06340681914200048,84,84,84,84,,5000,5000,1.0,3021694564,20260901,18,train,s_last,patch_norm
,per_class,all,micro,top10_jaccard,0.05197323413751587,0.029404297254768723,0.07830339665157973,84,84,84,84,,5000,5000,1.0,3021694564,20260901,18,train,s_last,patch_norm
,per_class,all,micro,top20_jaccard,0.08002931057954561,0.05519509198546951,0.10703466859911148,84,84,84,84,,5000,5000,1.0,3021694564,20260901,18,train,s_last,patch_norm
,per_class,all,micro,map_spearman,0.1407856709178138,0.07030827791736442,0.20827906000661478,74,74,74,74,,5000,5000,1.0,3021694564,20260901,19,tvmonitor,s_last,patch_norm
,per_class,all,micro,top05_jaccard,0.20373928025559665,0.1584648909453496,0.2511112609483823,74,74,74,74,,5000,5000,1.0,3021694564,20260901,19,tvmonitor,s_last,patch_norm
,per_class,all,micro,top10_jaccard,0.29614224639322617,0.2541718959913027,0.3399848159281338,74,74,74,74,,5000,5000,1.0,3021694564,20260901,19,tvmonitor,s_last,patch_norm
