relation,scope,stratum,aggregation,metric,estimate,ci_low,ci_high,num_images,num_images_total,num_rows,num_rows_total,num_classes,bootstrap_repeats,bootstrap_valid_repeats,bootstrap_valid_fraction,bootstrap_seed,bootstrap_base_seed,class_id,class_name,comparison
,per_class,all,micro,binary_mask_cosine,0.8920701330198961,0.8645957211142077,0.9139755153011123,119,119,119,119,,5000,5000,1.0,3021694564,20260901,7,cat,same_class_other_images
,per_class,all,micro,relu_token_cosine,0.8983782735034949,0.8631897322164395,0.9263225411064923,119,119,119,119,,5000,5000,1.0,3021694564,20260901,7,cat,same_class_other_images
,per_class,all,micro,binary_mask_jaccard,0.5645018469511978,0.5377894394311721,0.5903133888736488,123,123,123,123,,5000,5000,1.0,3021694564,20260901,8,chair,same_class_other_images
,per_class,all,micro,binary_mask_cosine,0.6824545574382068,0.6584514419843511,0.7056150906696552,123,123,123,123,,5000,5000,1.0,3021694564,20260901,8,chair,same_class_other_images
,per_class,all,micro,relu_token_cosine,0.6594359810517086,0.6232237406196148,0.6926203402289287,123,123,123,123,,5000,5000,1.0,3021694564,20260901,8,chair,same_class_other_images
,per_class,all,micro,binary_mask_jaccard,0.8174506511906503,0.7836238745704923,0.8451460276691006,71,71,71,71,,5000,5000,1.0,3021694564,20260901,9,cow,same_class_other_images
,per_class,all,micro,binary_mask_cosine,0.8814628682505916,0.8513419220879883,0.9058782691896801,71,71,71,71,,5000,5000,1.0,3021694564,20260901,9,cow,same_class_other_images
,per_class,all,micro,relu_token_cosine,0.9085230668875534,0.8618676416444736,0.945034395620017,71,71,71,71,,5000,5000,1.0,3021694564,20260901,9,cow,same_class_other_images
,per_class,all,micro,binary_mask_jaccard,0.5357686154047648,0.503149117042621,0.5654119631846746,75,75,75,75,,5000,5000,1.0,3021694564,20260901,10,diningtable,same_class_other_images
,per_class,all,micro,binary_mask_cosine,0.6527183699607849,0.6213679680426916,0.6803763215442499,75,75,75,75,,5000,5000,1.0,3021694564,20260901,10,diningtable,same_class_other_images
,per_class,all,micro,relu_token_cosine,0.5789369686444601,0.5373466808249553,0.6164820258369048,75,75,75,75,,5000,5000,1.0,3021694564,20260901,10,diningtable,same_class_other_images
,per_class,all,micro,binary_mask_jaccard,0.8751131781609729,0.8538360875085346,0.8908187008579261,128,128,128,128,,5000,5000,1.0,3021694564,20260901,11,dog,same_class_other_images
,per_class,all,micro,binary_mask_cosine,0.9221138772554696,0.9023914921097458,0.9360456945607438,128,128,128,128,,5000,5000,1.0,3021694564,20260901,11,dog,same_class_other_images
,per_class,all,micro,relu_token_cosine,0.9509087867845665,0.927574041254411,0.9670646311365999,128,128,128,128,,5000,5000,1.0,3021694564,20260901,11,dog,same_class_other_images
,per_class,all,micro,binary_mask_jaccard,0.8011889979243279,0.762354658463899,0.834591050950598,79,79,79,79,,5000,5000,1.0,3021694564,20260901,12,horse,same_class_other_images
,per_class,all,micro,binary_mask_cosine,0.863948206358318,0.8293019284836098,0.8920253271684994,79,79,79,79,,5000,5000,1.0,3021694564,20260901,12,horse,same_class_other_images
,per_class,all,micro,relu_token_cosine,0.8748424026785018,0.8285126489433873,0.9146325556726395,79,79,79,79,,5000,5000,1.0,3021694564,20260901,12,horse,same_class_other_images
,per_class,all,micro,binary_mask_jaccard,0.85280299520022,0.819949826054079,0.8783736480007831,76,76,76,76,,5000,5000,1.0,3021694564,20260901,13,motorbike,same_class_other_images
,per_class,all,micro,binary_mask_cosine,0.9063383246722975,0.8781762687783492,0.9273429606109858,76,76,76,76,,5000,5000,1.0,3021694564,20260901,13,motorbike,same_class_other_images
,per_class,all,micro,relu_token_cosine,0.9368877325844216,0.8997429051859256,0.9624426406072943,76,76,76,76,,5000,5000,1.0,3021694564,20260901,13,motorbike,same_class_other_images
,per_class,all,micro,binary_mask_jaccard,0.7908107667659106,0.7735464575551869,0.8067567177301043,445,445,445,445,,5000,5000,1.0,3021694564,20260901,14,person,same_class_other_images
,per_class,all,micro,binary_mask_cosine,0.8535085469484329,0.8390740450387926,0.8669193409307954,445,445,445,445,,5000,5000,1.0,3021694564,20260901,14,person,same_class_other_images
,per_class,all,micro,relu_token_cosine,0.8449960417292092,0.8252537668341499,0.8631894123566787,445,445,445,445,,5000,5000,1.0,3021694564,20260901,14,person,same_class_other_images
,per_class,all,micro,binary_mask_jaccard,0.5365682200473898,0.5024249146615758,0.5694681284094558,85,85,85,85,,5000,5000,1.0,3021694564,20260901,15,pottedplant,same_class_other_images
,per_class,all,micro,binary_mask_cosine,0.6405947537983165,0.6075690747709835,0.6720482459313729,85,85,85,85,,5000,5000,1.0,3021694564,20260901,15,pottedplant,same_class_other_images
,per_class,all,micro,relu_token_cosine,0.6158609791713603,0.5696492211170057,0.6611161884139565,85,85,85,85,,5000,5000,1.0,3021694564,20260901,15,pottedplant,same_class_other_images
,per_class,all,micro,binary_mask_jaccard,0.7805696095813784,0.7290957016445566,0.823708498360295,57,57,57,57,,5000,5000,1.0,3021694564,20260901,16,sheep,same_class_other_images
,per_class,all,micro,binary_mask_cosine,0.843446636931938,0.7999092876126892,0.8796475313211742,57,57,57,57,,5000,5000,1.0,3021694564,20260901,16,sheep,same_class_other_images
,per_class,all,micro,relu_token_cosine,0.8492335739888643,0.7885809181486829,0.8971893399136893,57,57,57,57,,5000,5000,1.0,3021694564,20260901,16,sheep,same_class_other_images
,per_class,all,micro,binary_mask_jaccard,0.6497397687700059,0.6129043820872903,0.6823455931577417,90,90,90,90,,5000,5000,1.0,3021694564,20260901,17,sofa,same_class_other_images
,per_class,all,micro,binary_mask_cosine,0.7524400750796,0.7184410757654244,0.7812845196740494,90,90,90,90,,5000,5000,1.0,3021694564,20260901,17,sofa,same_class_other_images
,per_class,all,micro,relu_token_cosine,0.7355163874725501,0.6886378602104055,0.7769226697107984,90,90,90,90,,5000,5000,1.0,3021694564,20260901,17,sofa,same_class_other_images
,per_class,all,micro,binary_mask_jaccard,0.9053150704574018,0.8816916646391508,0.9223975221493415,84,84,84,84,,5000,5000,1.0,3021694564,20260901,18,train,same_class_other_images
,per_class,all,micro,binary_mask_cosine,0.9423684346533957,0.9224869248058114,0.9554602427674191,84,84,84,84,,5000,5000,1.0,3021694564,20260901,18,train,same_class_other_images
,per_class,all,micro,relu_token_cosine,0.9665147140843883,0.9424768215444471,0.9799353707049574,84,84,84,84,,5000,5000,1.0,3021694564,20260901,18,train,same_class_other_images
,per_class,all,micro,binary_mask_jaccard,0.7258816286921501,0.6791324797287785,0.7674549597844079,74,74,74,74,,5000,5000,1.0,3021694564,20260901,19,tvmonitor,same_class_other_images
,per_class,all,micro,binary_mask_cosine,0.7986563949568851,0.7558031685146931,0.8352215242395933,74,74,74,74,,5000,5000,1.0,3021694564,20260901,19,tvmonitor,same_class_other_images
,per_class,all,micro,relu_token_cosine,0.7864737872134995,0.7316478840604022,0.8341846432939574,74,74,74,74,,5000,5000,1.0,3021694564,20260901,19,tvmonitor,same_class_other_images
