graph,lambda,scope,stratum,aggregation,metric,estimate,ci_low,ci_high,num_images,num_images_total,num_rows,num_rows_total,num_classes,bootstrap_repeats,bootstrap_valid_repeats,bootstrap_valid_fraction,bootstrap_seed,bootstrap_base_seed
B1_spatial,0.25,all_class_maps,3plus_labels,micro,cg_iterations,5.0,5.0,5.0,147,147,2940,2940,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,all_class_maps,3plus_labels,micro,solve_runtime_ms_per_map,0.003680945393375159,0.003581086018259937,0.0038141967293611953,147,147,2940,2940,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,all_class_maps,3plus_labels,macro_class,energy_raw,0.014462260165898019,0.013762959155064399,0.015164014389013812,147,147,2940,2940,20,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,all_class_maps,3plus_labels,macro_class,energy_smoothed,0.011661807506117132,0.01107104193041957,0.012250863707572501,147,147,2940,2940,20,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,all_class_maps,3plus_labels,macro_class,energy_retention,0.7493510230260642,0.7474452967384233,0.7512134280202746,147,147,2940,2940,20,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,all_class_maps,3plus_labels,macro_class,linear_solve_relative_residual,4.7459886937591655e-06,4.672998185017969e-06,4.819540179256326e-06,147,147,2940,2940,20,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,all_class_maps,3plus_labels,macro_class,cg_iterations,5.0,5.0,5.0,147,147,2940,2940,20,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,all_class_maps,3plus_labels,macro_class,solve_runtime_ms_per_map,0.003680945393375158,0.003581086018259937,0.0038141967293611936,147,147,2940,2940,20,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,energy_raw,0.00530993061514894,0.004943089206292702,0.005718123036914529,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,energy_smoothed,0.004032281522987458,0.0037147617738077245,0.0043875845471189594,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,energy_retention,0.7309296070254203,0.7292739760544564,0.7325807898516816,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,linear_solve_relative_residual,4.969166302547319e-06,4.9106560060223804e-06,5.025940577737383e-06,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,cg_iterations,5.0,5.0,5.0,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,solve_runtime_ms_per_map,0.0036804966954417976,0.0036418173100164803,0.003719675662860887,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,energy_raw,0.0070947752169637415,0.006508934517418583,0.0077445165854128336,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,energy_smoothed,0.005456035183771565,0.004960092173557387,0.006001847764682247,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,energy_retention,0.7313872668725034,0.7297678453797632,0.7330469019675024,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,linear_solve_relative_residual,4.842500242351371e-06,4.769142222437275e-06,4.914930687564973e-06,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,cg_iterations,5.0,5.0,5.0,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,solve_runtime_ms_per_map,0.0036804966954417976,0.0036418173100164803,0.003719675662860887,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,energy_raw,0.005048328512406081,0.004822067210172465,0.005314184360163064,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,energy_smoothed,0.003705100380681234,0.003518818484072855,0.003924558883891367,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,energy_retention,0.7200839023001034,0.7187779434976536,0.721415548347415,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,linear_solve_relative_residual,5.020501854407668e-06,4.961109468532803e-06,5.076938967438793e-06,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,cg_iterations,5.0,5.0,5.0,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,solve_runtime_ms_per_map,0.0036804966954417976,0.0036418173100164803,0.003719675662860887,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,energy_raw,0.006435917776362075,0.005913880181168942,0.007024060059068056,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,energy_smoothed,0.004936813976113692,0.004490190900767333,0.00544042447130366,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,energy_retention,0.7348897700230774,0.7333709213160251,0.7364652671243833,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,linear_solve_relative_residual,4.916051268440269e-06,4.849134930485096e-06,4.983453926741724e-06,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,cg_iterations,5.0,5.0,5.0,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,solve_runtime_ms_per_map,0.0036804966954417976,0.0036418173100164803,0.003719675662860887,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,energy_raw,0.009957076567099824,0.009141937668187503,0.010809139461366472,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,energy_smoothed,0.007784001280639123,0.00708442763231786,0.008511966793744321,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,energy_retention,0.7341985700869248,0.7320691363370525,0.7363190401733704,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,linear_solve_relative_residual,4.710935432637433e-06,4.60400457281909e-06,4.813210402828899e-06,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,cg_iterations,5.0,5.0,5.0,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,solve_runtime_ms_per_map,0.0036804966954417976,0.0036418173100164803,0.003719675662860887,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,energy_raw,0.006393511016680258,0.00595584542510547,0.006869880416577719,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,energy_smoothed,0.004901239748004878,0.004524535146655818,0.00530867116599523,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,energy_retention,0.7306501967401814,0.7288247027845116,0.7325359497432712,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,linear_solve_relative_residual,4.892983570764781e-06,4.821553186016321e-06,4.963953833437626e-06,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,cg_iterations,5.0,5.0,5.0,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,solve_runtime_ms_per_map,0.0036804966954417976,0.0036418173100164803,0.003719675662860887,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,energy_raw,0.01111014053550741,0.010239166576292216,0.01202550827914973,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,energy_smoothed,0.0086093454140806,0.007897245145959698,0.009358895960382571,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,energy_retention,0.7375656889997079,0.7354988852550525,0.7395904681666544,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,linear_solve_relative_residual,4.848744092440122e-06,4.746310158815763e-06,4.951440467532655e-06,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,cg_iterations,5.0,5.0,5.0,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,solve_runtime_ms_per_map,0.0036804966954417976,0.0036418173100164803,0.003719675662860887,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,energy_raw,0.006466636490436712,0.006023816958561011,0.006965373881337804,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,energy_smoothed,0.005015141417508915,0.004633154665969802,0.005446029525047975,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,energy_retention,0.7355686387907151,0.733454275425341,0.7377441117307333,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,linear_solve_relative_residual,4.893976801471571e-06,4.819301297824324e-06,4.965134703218727e-06,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,cg_iterations,5.0,5.0,5.0,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,solve_runtime_ms_per_map,0.0036804966954417976,0.0036418173100164803,0.003719675662860887,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,energy_raw,0.014805474197810158,0.013621389356630518,0.016123353357279716,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,energy_smoothed,0.011796219283640975,0.010789044976020004,0.01289862287654392,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
B1_spatial,0.25,per_class,all,micro,energy_retention,0.7380000101113171,0.735591106114715,0.7405218326228911,1449,1449,1449,1449,,5000,5000,1.0,3021694564,20260901
