graph,lambda,score,scope,stratum,aggregation,metric,estimate,ci_low,ci_high,num_images,num_images_total,num_rows,num_rows_total,num_classes,bootstrap_repeats,bootstrap_valid_repeats,bootstrap_valid_fraction,bootstrap_seed,bootstrap_base_seed
B1_spatial,1.0,stability,all_positive_classes,exactly_2_labels,micro,other_fg_hit,0.22933333333333333,0.20133333333333334,0.25733333333333336,375,375,750,750,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,exactly_2_labels,micro,background_hit,0.6053333333333333,0.5653333333333334,0.6453333333333333,375,375,750,750,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,exactly_2_labels,micro,target_top05_fraction,0.1561144707036158,0.14374862881894426,0.16884530412226817,375,375,750,750,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,exactly_2_labels,micro,other_fg_top05_fraction,0.2109597898395408,0.19642481117415805,0.22581197501225142,375,375,750,750,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,exactly_2_labels,micro,bg_top05_fraction,0.6324821047289985,0.6054873149374671,0.6582607300344775,375,375,750,750,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,exactly_2_labels,micro,target_tail_enrich_05,0.5979491501292749,0.5613227165245751,0.6346940268528135,373,375,695,750,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,exactly_2_labels,micro,other_fg_tail_enrich_05,0.9195172866453323,0.8710814934304473,0.9694437037900687,373,375,695,750,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,exactly_2_labels,micro,bg_tail_enrich_05,1.0513780123632464,1.0314608454789964,1.070758826220444,369,375,738,750,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,exactly_2_labels,micro,target_top10_fraction,0.1571739773296208,0.14516648809809315,0.1696413818055741,375,375,750,750,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,exactly_2_labels,micro,other_fg_top10_fraction,0.21112550907292713,0.19673653806024174,0.2257492839369654,375,375,750,750,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,exactly_2_labels,micro,bg_top10_fraction,0.6312858904356881,0.6048546992568244,0.6569039159038972,375,375,750,750,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,exactly_2_labels,micro,target_tail_enrich_10,0.6075575637128189,0.5777057589487612,0.6376064116542135,373,375,695,750,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,exactly_2_labels,micro,other_fg_tail_enrich_10,0.9187902891218791,0.8789865651296469,0.9604509874524554,373,375,695,750,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,exactly_2_labels,micro,bg_tail_enrich_10,1.0486047526909836,1.0316255944248298,1.0650102392587564,369,375,738,750,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,exactly_2_labels,micro,target_top20_fraction,0.15789074931679803,0.1460186877223663,0.1703282189675894,375,375,750,750,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,exactly_2_labels,micro,other_fg_top20_fraction,0.21007556718981377,0.19603495823099268,0.22421003840273487,375,375,750,750,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,exactly_2_labels,micro,bg_top20_fraction,0.6315365763994433,0.6054309388058041,0.6569719984392722,375,375,750,750,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,exactly_2_labels,micro,target_tail_enrich_20,0.613069370466349,0.5879413474367258,0.6380614546487033,373,375,695,750,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,exactly_2_labels,micro,other_fg_tail_enrich_20,0.9345869827210004,0.9028001228760019,0.9678194118479773,373,375,695,750,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,exactly_2_labels,micro,bg_tail_enrich_20,1.0521689395415272,1.0385894114476635,1.0649877758712258,369,375,738,750,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,exactly_2_labels,micro,auc_target_bg,0.3373800297347855,0.32757113742516764,0.3475150044589615,367,375,683,750,,5000,5000,1.0,3021694564,20260901
